KNN,0.8730259001895135,1,uniform,ball_tree
KNN,0.8730259001895135,1,uniform,kd_tree
KNN,0.8755527479469362,1,uniform,brute
KNN,0.8730259001895135,1,distance,ball_tree
KNN,0.8730259001895135,1,distance,kd_tree
KNN,0.8755527479469362,1,distance,brute
KNN,0.9121920404295641,5,uniform,ball_tree
KNN,0.9121920404295641,5,uniform,kd_tree
KNN,0.9121920404295641,5,uniform,brute
KNN,0.9077700568540745,5,distance,ball_tree
KNN,0.9077700568540745,5,distance,kd_tree
KNN,0.9077700568540745,5,distance,brute
KNN,0.9128237523689198,9,uniform,ball_tree
KNN,0.9128237523689198,9,uniform,kd_tree
KNN,0.9128237523689198,9,uniform,brute
KNN,0.9102969046114971,9,distance,ball_tree
KNN,0.9102969046114971,9,distance,kd_tree
KNN,0.9102969046114971,9,distance,brute
KNN,0.914087176247631,13,uniform,ball_tree
KNN,0.914087176247631,13,uniform,kd_tree
KNN,0.914087176247631,13,uniform,brute
KNN,0.9115603284902085,13,distance,ball_tree
KNN,0.9115603284902085,13,distance,kd_tree
KNN,0.9115603284902085,13,distance,brute
KNN,0.915982312065698,17,uniform,ball_tree
KNN,0.915982312065698,17,uniform,kd_tree
KNN,0.915982312065698,17,uniform,brute
KNN,0.9134554643082754,17,distance,ball_tree
KNN,0.9134554643082754,17,distance,kd_tree
KNN,0.9134554643082754,17,distance,brute
DTree,0.8900821225521163,gini,best,10,1624790785
DTree,0.886923562855338,gini,best,10,301479551
DTree,0.8913455464308275,gini,best,10,1083705525
DTree,0.8900821225521163,gini,best,10,1918412556
DTree,0.8919772583701832,gini,best,10,71713189
DTree,0.8907138344914719,gini,best,10,99040422
DTree,0.8913455464308275,gini,best,10,1260158179
DTree,0.886923562855338,gini,best,10,1119075409
DTree,0.8900821225521163,gini,best,10,491260444
DTree,0.8913455464308275,gini,best,10,1631305183
DTree,0.8907138344914719,gini,best,10,1297221188
DTree,0.8926089703095389,gini,best,10,1541328307
DTree,0.886923562855338,gini,best,10,56307550
DTree,0.8837650031585597,gini,best,10,89095276
DTree,0.8837650031585597,gini,best,10,2081982346
DTree,0.886923562855338,gini,best,10,1834860895
DTree,0.885028427037271,gini,best,10,1997387259
DTree,0.8862918509159823,gini,best,10,616658148
DTree,0.8894504106127605,gini,best,10,401941096
DTree,0.8894504106127605,gini,best,10,328823003
DTree,0.8692356285533797,gini,best,20,385931253
DTree,0.8679722046746684,gini,best,20,2051775740
DTree,0.8603916614024005,gini,best,20,801236148
DTree,0.8698673404927353,gini,best,20,722648314
DTree,0.8723941882501579,gini,best,20,1771332075
DTree,0.8635502210991788,gini,best,20,444131328
DTree,0.86481364497789,gini,best,20,538963284
DTree,0.868603916614024,gini,best,20,926319950
DTree,0.8755527479469362,gini,best,20,2054363565
DTree,0.866708780795957,gini,best,20,1791624332
DTree,0.8717624763108023,gini,best,20,1085188202
DTree,0.8641819330385344,gini,best,20,945687312
DTree,0.8755527479469362,gini,best,20,126705041
DTree,0.8692356285533797,gini,best,20,386782644
DTree,0.8692356285533797,gini,best,20,282715467
DTree,0.86481364497789,gini,best,20,790141788
DTree,0.8704990524320909,gini,best,20,102356634
DTree,0.866708780795957,gini,best,20,890359032
DTree,0.8787113076437144,gini,best,20,1169979821
DTree,0.8654453569172458,gini,best,20,625875271
DTree,0.85028427037271,gini,best,30,1501131680
DTree,0.8509159823120657,gini,best,30,951340434
DTree,0.848389134554643,gini,best,30,142130132
DTree,0.8414403032217309,gini,best,30,1604563329
DTree,0.8458622867972204,gini,best,30,760817914
DTree,0.8509159823120657,gini,best,30,407184212
DTree,0.8458622867972204,gini,best,30,1650286724
DTree,0.8547062539481997,gini,best,30,1694816297
DTree,0.852179406190777,gini,best,30,731266544
DTree,0.8547062539481997,gini,best,30,127160434
DTree,0.8547062539481997,gini,best,30,713003727
DTree,0.8540745420088439,gini,best,30,1943979346
DTree,0.8559696778269109,gini,best,30,2083541995
DTree,0.8509159823120657,gini,best,30,2095565811
DTree,0.8452305748578648,gini,best,30,593806784
DTree,0.8439671509791535,gini,best,30,357472844
DTree,0.8433354390397979,gini,best,30,729572677
DTree,0.852179406190777,gini,best,30,1317053859
DTree,0.8547062539481997,gini,best,30,93047000
DTree,0.8528111181301327,gini,best,30,1785109889
DTree,0.8376500315855969,gini,best,40,1933756263
DTree,0.8496525584333544,gini,best,40,289047607
DTree,0.8433354390397979,gini,best,40,2032523660
DTree,0.8414403032217309,gini,best,40,743304056
DTree,0.8477574226152874,gini,best,40,1869663426
DTree,0.8433354390397979,gini,best,40,1061723653
DTree,0.8433354390397979,gini,best,40,1442761450
DTree,0.8401768793430195,gini,best,40,910148825
DTree,0.8433354390397979,gini,best,40,988094744
DTree,0.8408085912823753,gini,best,40,2096770503
DTree,0.8439671509791535,gini,best,40,2106156423
DTree,0.8408085912823753,gini,best,40,1870408366
DTree,0.8401768793430195,gini,best,40,2102142929
DTree,0.8433354390397979,gini,best,40,1728301586
DTree,0.8458622867972204,gini,best,40,743883426
DTree,0.8414403032217309,gini,best,40,1686464814
DTree,0.83575489576753,gini,best,40,624989382
DTree,0.8351231838281743,gini,best,40,87265182
DTree,0.8401768793430195,gini,best,40,732813145
DTree,0.8363866077068857,gini,best,40,80846585
DTree,0.8294377763739734,gini,best,50,116957816
DTree,0.8370183196462413,gini,best,50,924786371
DTree,0.83575489576753,gini,best,50,588951378
DTree,0.8332280480101074,gini,best,50,1190072835
DTree,0.8313329121920404,gini,best,50,1231309773
DTree,0.8389134554643083,gini,best,50,1044798239
DTree,0.83575489576753,gini,best,50,1804072175
DTree,0.8370183196462413,gini,best,50,403671957
DTree,0.83575489576753,gini,best,50,1611977688
DTree,0.8307012002526848,gini,best,50,89157442
DTree,0.8376500315855969,gini,best,50,292790388
DTree,0.8433354390397979,gini,best,50,1081410932
DTree,0.8389134554643083,gini,best,50,1143976188
DTree,0.8370183196462413,gini,best,50,4631230
DTree,0.833859759949463,gini,best,50,889606504
DTree,0.8395451674036639,gini,best,50,1074079385
DTree,0.8313329121920404,gini,best,50,1248811578
DTree,0.8445988629185092,gini,best,50,1292070256
DTree,0.8294377763739734,gini,best,50,1277519442
DTree,0.8395451674036639,gini,best,50,760970684
DTree,0.8464939987365762,gini,best,60,1544823212
DTree,0.8376500315855969,gini,best,60,1081149384
DTree,0.8477574226152874,gini,best,60,1042258504
DTree,0.8389134554643083,gini,best,60,440074729
DTree,0.8439671509791535,gini,best,60,57720371
DTree,0.833859759949463,gini,best,60,424122008
DTree,0.8300694883133292,gini,best,60,874609934
DTree,0.8376500315855969,gini,best,60,1459285399
DTree,0.8363866077068857,gini,best,60,275167549
DTree,0.8471257106759318,gini,best,60,637226906
DTree,0.83575489576753,gini,best,60,1199807542
DTree,0.8307012002526848,gini,best,60,12543074
DTree,0.8382817435249527,gini,best,60,2022623336
DTree,0.8344914718888187,gini,best,60,2128613386
DTree,0.8389134554643083,gini,best,60,559539851
DTree,0.8427037271004422,gini,best,60,1810079304
DTree,0.8363866077068857,gini,best,60,2031897684
DTree,0.8414403032217309,gini,best,60,1782161058
DTree,0.8382817435249527,gini,best,60,1595357330
DTree,0.8288060644346178,gini,best,60,528561239
DTree,0.8414403032217309,gini,best,70,974593020
DTree,0.833859759949463,gini,best,70,183394517
DTree,0.8433354390397979,gini,best,70,716448682
DTree,0.8363866077068857,gini,best,70,1773074164
DTree,0.8420720151610865,gini,best,70,1528502390
DTree,0.8433354390397979,gini,best,70,149491723
DTree,0.8344914718888187,gini,best,70,1573881343
DTree,0.8307012002526848,gini,best,70,1917194509
DTree,0.8363866077068857,gini,best,70,205570301
